Name_of_Vehical,Selling_Price,On_Road_Price,Rating,Transparency_Score,Seller_Score,Health_Score,Pricing_Score,Make,Model,Trim,Year,Exterior_Color,Interior_Color,Fuel_Type,Transmission_Type,Body_Type,Interior_Furnishing,Seating_Capacity,Fuel_Tank_Capacity,Location,Registration_State,Kilometers_Driven,Seller_Type,Number_of_Owners,Engine_Displacement,Fuel_Efficiency
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2010,272250,708115,7,6.1,6.2,7.5,8.6,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,BEIGE,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,445890,NA,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2015,470250,812239,6.7,6.1,8.5,3.8,9.1,VOLKSWAGEN,POLO,COMFORTLINE,2013,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,15000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,381150,708115,5.7,5.9,5,4,8.6,VOLKSWAGEN,POLO,COMFORTLINE,2013,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,15000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2010,247500,708115,6.3,6.1,6.9,3.8,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2010,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,76000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO GT TSI 2013,445500,1032777,7.7,6.1,8.5,7.3,9.4,VOLKSWAGEN,POLO,GT,2013,RED,GREY,PETROL,AUTOMATIC,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,49000,DEALER,SECOND OWNER,1198,16.47
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2015,420750,628224,5.6,5.9,5.8,4,7,VOLKSWAGEN,POLO,TRENDLINE,2015,BROWN,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,32000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (D) 2015,475200,0,5.9,6.1,5.8,3.2,9.4,VOLKSWAGEN,POLO,TRENDLINE,2015,BLUE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,80000,DEALER,SECOND OWNER,1199,NA
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2013,341550,812239,7.7,6.1,7.7,8.5,9.1,VOLKSWAGEN,POLO,HIGHLINE,2013,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,DAMAN & DIU,25000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2016,539550,812239,7.3,6.1,7.5,8.5,7.3,VOLKSWAGEN,POLO,HIGHLINE,2016,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,9172,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,317900,708115,6.8,4,10,6.6,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,63000,NA,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2011,250000,708115,7.1,4.3,7,8,9.1,VOLKSWAGEN,POLO,HIGHLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,46000,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,275000,628224,6.3,6.1,7.7,4,7.8,VOLKSWAGEN,POLO,COMFORTLINE,2010,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,19000,DEALER,SECOND OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2010,287100,708115,5.6,5.9,5,4,7.8,VOLKSWAGEN,POLO,COMFORTLINE,2010,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,19000,DEALER,SECOND OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2013,326700,812239,6.9,6.1,8,4.8,9.4,VOLKSWAGEN,POLO,HIGHLINE,2013,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,46000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2013,306900,812239,6,6.1,4.8,3.8,9.9,VOLKSWAGEN,POLO,HIGHLINE,2013,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,50000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE 1.5L (D) 2010,325000,991848,7.5,6.2,6,6.1,9.2,VOLKSWAGEN,POLO,HIGHLINE,2010,SILVER,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,71300,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2010,300000,793107,6,5.6,4.8,4.5,9.9,VOLKSWAGEN,POLO,COMFORTLINE,2010,RED,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,54000,DEALER,FIRST OWNER,1198,20
VOLKSWAGEN POLO TRENDLINE 1.2L (D) 2012,344500,0,6.6,4.3,7,5.6,9.9,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,55940,NA,FIRST OWNER,1199,NA
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,260000,628224,6.9,6.1,8.5,5,8.3,VOLKSWAGEN,POLO,TRENDLINE,2012,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,40000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2015,449500,708115,7.3,4.3,10,7,9.9,VOLKSWAGEN,POLO,COMFORTLINE,2015,BLACK,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,18000,NA,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2014,445000,812239,6.4,6.1,8.5,5,6,VOLKSWAGEN,POLO,HIGHLINE,2014,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,29000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2012,340000,758785,7.1,4.3,7,8,9.1,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,46000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,240000,628224,7,4.3,7,8,8.9,VOLKSWAGEN,POLO,HIGHLINE,2011,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,79000,DEALER,THIRD OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,285000,628224,6.6,5.9,8,4,9.1,VOLKSWAGEN,POLO,HIGHLINE,2015,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,43395,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2011,197777,812239,6.7,5.9,7.9,4.5,9.4,VOLKSWAGEN,POLO,COMFORTLINE,2013,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,43440,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2013,300000,793107,7.1,4.3,7,7.6,9.4,VOLKSWAGEN,POLO,COMFORTLINE,2010,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,65000,DEALER,SECOND OWNER,1198,20
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2015,480000,812239,7.5,4.3,10,8.5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,100000,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2015,470250,812239,6,6.1,5.5,3.8,9.1,VOLKSWAGEN,POLO,HIGHLINE,2010,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,69000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,346500,708115,6.5,6.1,7.7,3.8,8.9,VOLKSWAGEN,POLO,HIGHLINE,2014,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,73575,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2010,267300,793107,6.5,5.9,6.7,5,8.9,VOLKSWAGEN,POLO,HIGHLINE,2014,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,31974,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2013,391050,758785,6.6,6.1,7.5,4.2,9.1,VOLKSWAGEN,POLO,TDI,2012,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,70356,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2010,400000,0,8.5,7.4,9.5,9.9,5.2,VOLKSWAGEN,POLO,HIGHLINE,2012,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,36786,DEALER,FIRST OWNER,1198,22.04
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2014,425000,812239,5.1,5.9,4.8,3.3,8.2,VOLKSWAGEN,POLO,TRENDLINE,2011,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,47890,DEALER,SECOND OWNER,1198,22.04
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2014,525000,812239,5.8,6.1,7.5,5,4.2,VOLKSWAGEN,POLO,HIGHLINE,2016,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,12000,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO TDI 2012,350000,0,5.3,6.4,4.3,3.8,8.2,VOLKSWAGEN,POLO,HIGHLINE,2011,BLACK,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,66400,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2012,395000,812239,5.8,6.1,7.5,5,4.5,VOLKSWAGEN,POLO,HIGHLINE,2012,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,75000,NA,SECOND OWNER,1598,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,250000,628224,6.7,5.9,7.5,5,8.9,VOLKSWAGEN,POLO,HIGHLINE,2010,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,28000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2013,325000,793107,7,4.3,10,6.5,9.4,VOLKSWAGEN,POLO,GT,2010,RED,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,32000,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2016,574100,812239,7.5,6.7,10,6.9,7.9,VOLKSWAGEN,POLO,COMFORTLINE,2014,BLUE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,49725,NA,SECOND OWNER,1198,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2014,449999,793107,5.5,7.3,4.5,3.5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2014,BLUE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,49725,NA,SECOND OWNER,1198,20
VOLKSWAGEN POLO GT TDI 2012,600000,1156237,6.1,4.9,4.5,6.4,4.2,VOLKSWAGEN,POLO,GT,2012,SILVER,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,33278,DEALER,SECOND OWNER,1498,20
VOLKSWAGEN POLO TRENDLINE 1.2L DIESEL 2012,345001,0,5.5,5.6,4.4,3.8,9.9,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,72000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2010,350000,628224,7.1,6.7,4.5,6.8,6.6,VOLKSWAGEN,POLO,TRENDLINE,2010,RED,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,24000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L DIESEL 2012,425000,0,6.4,6.2,6,6,3.8,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,64000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2012,475000,812239,6.5,5.6,6,6.4,4.2,VOLKSWAGEN,POLO,HIGHLINE,2012,WHITE,OTHER,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,32045,DEALER,FIRST OWNER,1198,22.04
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2010,277000,628224,6.9,6.1,4.5,6.8,6.4,VOLKSWAGEN,POLO,TRENDLINE,2010,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,32533,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L DIESEL 2012,375000,0,7,6.2,4.3,5.4,9.6,VOLKSWAGEN,POLO,COMFORTLINE,2012,GREY,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,67000,DEALER,SECOND OWNER,1198,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,415000,708115,5.7,6.1,4.5,4.5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2013,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,22947,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,345000,628224,5.3,6.1,4.3,4.5,7.2,VOLKSWAGEN,POLO,TRENDLINE,2012,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,22000,DEALER,SECOND OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L PETROL 2013,476190,812239,7,6.2,6,6.8,5.2,VOLKSWAGEN,POLO,HIGHLINE,2013,SILVER,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,22356,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2016,529650,708115,8,6.9,8.3,8.5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2016,RED,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,13000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,381150,708115,7.8,6.1,8.3,8.5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,36000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2011,380000,740350,6.9,4.9,6.4,6.4,6.2,VOLKSWAGEN,POLO,HIGHLINE,2011,WHITE,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,48000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2014,550000,812239,6.4,6.6,3.3,6.1,6.2,VOLKSWAGEN,POLO,HIGHLINE,2014,SILVER,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,23000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2016,574100,812239,7.5,6.7,10,6.9,7.9,VOLKSWAGEN,POLO,HIGHLINE,2016,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,12000,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2011,321000,758785,6.2,6.1,8.5,4.8,5.3,VOLKSWAGEN,POLO,HIGHLINE,2011,BLACK,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,66400,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO HIGHLINE 1.6L (P) 2012,310000,814789,6.6,4.3,7,5.6,9.7,VOLKSWAGEN,POLO,HIGHLINE,2012,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,75000,NA,SECOND OWNER,1598,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2013,400000,628224,7,4.3,7,8,8.6,VOLKSWAGEN,POLO,HIGHLINE,2010,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,28000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO 1.2 MPI HIGHLINE 2010,310000,812239,6,6.1,8.4,5,4.2,VOLKSWAGEN,POLO,GT,2010,RED,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,32000,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,235000,628224,7.4,4.3,10,8,9.1,VOLKSWAGEN,POLO,COMFORTLINE,2014,BLUE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,49725,NA,SECOND OWNER,1198,20
VOLKSWAGEN POLO GT TDI 2010,365000,1156237,7.6,6.2,4.5,6.8,9.6,VOLKSWAGEN,POLO,GT,2012,SILVER,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,33278,DEALER,SECOND OWNER,1498,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2014,449999,793107,5.5,7.3,4.5,3.5,8.9,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,72000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO GT TDI 2012,600000,1156237,6.1,4.9,4.5,6.4,4.2,VOLKSWAGEN,POLO,TRENDLINE,2010,RED,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,24000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L DIESEL 2012,345001,0,5.5,5.6,4.4,3.8,9.9,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,64000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2010,350000,628224,7.1,6.7,4.5,6.8,6.6,VOLKSWAGEN,POLO,HIGHLINE,2012,WHITE,OTHER,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,32045,DEALER,FIRST OWNER,1198,22.04
VOLKSWAGEN POLO TRENDLINE 1.2L DIESEL 2012,425000,0,6.4,6.2,6,6,3.8,VOLKSWAGEN,POLO,TRENDLINE,2010,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,32533,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2012,475000,812239,6.5,5.6,6,6.4,4.2,VOLKSWAGEN,POLO,COMFORTLINE,2012,GREY,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,67000,DEALER,SECOND OWNER,1198,20
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2010,277000,628224,6.9,6.1,4.5,6.8,6.4,VOLKSWAGEN,POLO,COMFORTLINE,2013,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,22947,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L DIESEL 2012,375000,0,7,6.2,4.3,5.4,9.6,VOLKSWAGEN,POLO,TRENDLINE,2012,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,22000,DEALER,SECOND OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,415000,708115,5.7,6.1,4.5,4.5,8.9,VOLKSWAGEN,POLO,HIGHLINE,2013,SILVER,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,22356,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,345000,628224,5.3,6.1,4.3,4.5,7.2,VOLKSWAGEN,POLO,COMFORTLINE,2016,RED,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,13000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L PETROL 2013,476190,812239,7,6.2,6,6.8,5.2,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,36000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2016,529650,708115,8,6.9,8.3,8.5,8.9,VOLKSWAGEN,POLO,HIGHLINE,2011,WHITE,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,48000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,381150,708115,7.8,6.1,8.3,8.5,8.9,VOLKSWAGEN,POLO,HIGHLINE,2014,SILVER,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,23000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2010,267300,793107,6.5,5.9,6.7,5,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2010,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,65000,DEALER,SECOND OWNER,1198,20
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2013,391050,758785,6.6,6.1,7.5,4.2,9.1,VOLKSWAGEN,POLO,COMFORTLINE,2013,GREY,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,100000,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2010,400000,0,8.5,7.4,9.5,9.9,5.2,VOLKSWAGEN,POLO,HIGHLINE,2010,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,69000,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2014,425000,812239,5.1,5.9,4.8,3.3,8.2,VOLKSWAGEN,POLO,HIGHLINE,2014,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,73575,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2014,525000,812239,5.8,6.1,7.5,5,4.2,VOLKSWAGEN,POLO,HIGHLINE,2014,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,31974,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TDI 2012,350000,0,5.3,6.4,4.3,3.8,8.2,VOLKSWAGEN,POLO,TDI,2012,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,70356,DEALER,FIRST OWNER,1198,22
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2012,395000,812239,5.8,6.1,7.5,5,4.5,VOLKSWAGEN,POLO,HIGHLINE,2012,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,36786,DEALER,FIRST OWNER,1198,22.04
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,250000,628224,6.7,5.9,7.5,5,8.9,VOLKSWAGEN,POLO,TRENDLINE,2011,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,47890,DEALER,SECOND OWNER,1198,22.04
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2013,325000,793107,7,4.3,10,6.5,9.4,VOLKSWAGEN,POLO,HIGHLINE,2016,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,12000,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2016,574100,812239,7.5,6.7,10,6.9,7.9,VOLKSWAGEN,POLO,HIGHLINE,2011,BLACK,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,66400,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2011,321000,758785,6.2,6.1,8.5,4.8,5.3,VOLKSWAGEN,POLO,HIGHLINE,2012,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,75000,NA,SECOND OWNER,1598,16
VOLKSWAGEN POLO HIGHLINE 1.6L (P) 2012,310000,814789,6.6,4.3,7,5.6,9.7,VOLKSWAGEN,POLO,HIGHLINE,2010,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,28000,DEALER,FIRST OWNER,1198,NA
